,Municipio,Municipal,Estado,Gobernador,Partido
228,Chalchihuitan,Geronimo Luna Sanchez,Chiapas,Rutilio Cruz Escandon Cadenas,Movimiento Regeneración Nacional
229,Chamula,Juan Collazo Diaz,Chiapas,Rutilio Cruz Escandon Cadenas,Partido Revolucionario Institucional
230,Chanal,Roberto Perez Rodriguez,Chiapas,Rutilio Cruz Escandon Cadenas,Mover a Chiapas
231,Chapultenango,Rubelio Mondragon Aguilar,Chiapas,Rutilio Cruz Escandon Cadenas,Partido de la Revolución Democrática
232,Chenalho,Abraham Cruz Gomez,Chiapas,Rutilio Cruz Escandon Cadenas,Partido Verde Ecologista de México
233,Chiapa de Corzo,Leonardo Cuesta Ramos,Chiapas,Rutilio Cruz Escandon Cadenas,Partido Verde Ecologista de México
234,Chiapilla,Valdemar Flores Lopez,Chiapas,Rutilio Cruz Escandon Cadenas,Partido del Trabajo
235,Chicoasen,Bersain Gutierrez Gonzalez,Chiapas,Rutilio Cruz Escandon Cadenas,Mover a Chiapas
236,Chicomuselo,Jorge Martin Sepulveda Morales,Chiapas,Rutilio Cruz Escandon Cadenas,Partido del Trabajo
237,Chilon,Carlos Ildelfonso Ramiez Trujillo,Chiapas,Rutilio Cruz Escandon Cadenas,Movimiento Regeneración Nacional
238,Escuintla,Angel Mendez Carbajal,Chiapas,Rutilio Cruz Escandon Cadenas,Partido Verde Ecologista de México
239,Francisco Leon,Enedina Nañez Gallegos,Chiapas,Rutilio Cruz Escandon Cadenas,Partido Verde Ecologista de México
240,Frontera Hidalgo,Juana Elizabeth de la Cruz Mazariegos,Chiapas,Rutilio Cruz Escandon Cadenas,Partido Verde Ecologista de México
241,La Grandeza,Jorge Luis Gonzalez Vazquez,Chiapas,Rutilio Cruz Escandon Cadenas,Partido del Trabajo
242,Huehuetan,Jose Manuel Angel Villalobos,Chiapas,Rutilio Cruz Escandon Cadenas,Partido Verde Ecologista de México
243,Huixtan,Ignacio Alvarez Perez,Chiapas,Rutilio Cruz Escandon Cadenas,Partido del Trabajo
244,Huitiupan,Carlos Mario Montejo Urbina,Chiapas,Rutilio Cruz Escandon Cadenas,Movimiento Regeneración Nacional
245,Huixtla,Carlos Eduardo Salazar Gam,Chiapas,Rutilio Cruz Escandon Cadenas,Partido Verde Ecologista de México
246,La Independencia,Ivan de Jesus Lopez Lopez,Chiapas,Rutilio Cruz Escandon Cadenas,Movimiento Regeneración Nacional
247,Ixhuatan,Horacio Dominguez Castellanos,Chiapas,Rutilio Cruz Escandon Cadenas,Movimiento Regeneración Nacional
248,Ixtacomitan,Lorenzo Reyes Calderon,Chiapas,Rutilio Cruz Escandon Cadenas,Partido Verde Ecologista de México
249,Ixtapa,Armando Naybeth Bautista Orantes,Chiapas,Rutilio Cruz Escandon Cadenas,Partido Verde Ecologista de México
250,Ixtapangajoya,Marcelino Atila Castellanos Sanchez,Chiapas,Rutilio Cruz Escandon Cadenas,Partido del Trabajo
251,Jiquipilas,Cesar Hugo Lazaro Rodriguez,Chiapas,Rutilio Cruz Escandon Cadenas,Partido Verde Ecologista de México
252,Jitotol,Juan Leyver Mendez Vaquerizo,Chiapas,Rutilio Cruz Escandon Cadenas,Chiapas Unido
253,Juarez,Oscar Serra Cantoral,Chiapas,Rutilio Cruz Escandon Cadenas,Partido Verde Ecologista de México
254,Larrainzar,Ignacio Lopez Gomez,Chiapas,Rutilio Cruz Escandon Cadenas,Partido Revolucionario Institucional
255,La Libertad,Porfirio Correa Lopez,Chiapas,Rutilio Cruz Escandon Cadenas,Candidato independiente
256,Mapastepec,Elmer Nicolas Noriega Zavala,Chiapas,Rutilio Cruz Escandon Cadenas,Movimiento Regeneración Nacional
257,Las Margaritas,Bladimir Hernandez Alvarez,Chiapas,Rutilio Cruz Escandon Cadenas,Partido Encuentro Solidario
258,Mazapa de Madero,Wilder alberto Jacob Guzman,Chiapas,Rutilio Cruz Escandon Cadenas,Chiapas Unido
259,Mazatan,Pedro de la Cruz Villalobos,Chiapas,Rutilio Cruz Escandon Cadenas,Partido del Trabajo
260,Metapa,Leobardo Lopez Morales,Chiapas,Rutilio Cruz Escandon Cadenas,Candidato independiente
261,Mitontic,Maruca Mendez Mendez,Chiapas,Rutilio Cruz Escandon Cadenas,Fuerza por México
262,Motozintla,Alfonso Meza Pivaral,Chiapas,Rutilio Cruz Escandon Cadenas,Partido Verde Ecologista de México
263,Nicolas Ruiz,Felipe Alejandro Mendez Rodriguez,Chiapas,Rutilio Cruz Escandon Cadenas,Movimiento Regeneración Nacional
264,Ocosingo,Gilberto Rodriguez de los Santos,Chiapas,Rutilio Cruz Escandon Cadenas,Partido Verde Ecologista de México
265,Ocotepec,Marcos Ramirez Valle,Chiapas,Rutilio Cruz Escandon Cadenas,Partido del Trabajo
266,Ocozocoautla de Espinosa,Javier Alejandro Maza Cruz,Chiapas,Rutilio Cruz Escandon Cadenas,Movimiento Regeneración Nacional
267,Ostuacan,Felipe Hernandez Vazquez,Chiapas,Rutilio Cruz Escandon Cadenas,Partido Revolucionario Institucional
268,Osumacinta,Daniel Gonzalez Alegria,Chiapas,Rutilio Cruz Escandon Cadenas,Chiapas Unido
269,Palenque,Jorge Cabrera Aguilar,Chiapas,Rutilio Cruz Escandon Cadenas,Partido Verde Ecologista de México
270,Pantelho,Raquel Trujillo Morales,Chiapas,Rutilio Cruz Escandon Cadenas,Partido de la Revolución Democrática
271,Pantepec,Enrique Hernandez Vazquez,Chiapas,Rutilio Cruz Escandon Cadenas,Partido Revolucionario Institucional
272,Pichucalco,Andres Carballo Cordova,Chiapas,Rutilio Cruz Escandon Cadenas,Movimiento Regeneración Nacional
273,Pijijiapan,Carlos Alberto Albores Lima,Chiapas,Rutilio Cruz Escandon Cadenas,Movimiento Regeneración Nacional
274,El Porvenir,Joel Ramirez Sargento,Chiapas,Rutilio Cruz Escandon Cadenas,Partido Verde Ecologista de México
275,Pueblo Nuevo Solistahuacan,Alejandro Sanchez Garcia,Chiapas,Rutilio Cruz Escandon Cadenas,Partido de la Revolución Democrática
276,Rayon,Guadalupe Gonzalez Trejo,Chiapas,Rutilio Cruz Escandon Cadenas,Mover a Chiapas
277,Reforma,Yesenia Judith Martinez Dantori,Chiapas,Rutilio Cruz Escandon Cadenas,Movimiento Regeneración Nacional
278,Las Rosas,Jesus Antonio Orantes Noriega,Chiapas,Rutilio Cruz Escandon Cadenas,Partido Revolucionario Institucional
279,Sabanilla,Jose Darwin Gonzalez Cabello,Chiapas,Rutilio Cruz Escandon Cadenas,Movimiento Regeneración Nacional
280,Salto de Agua,Roman Mena de la Cruz,Chiapas,Rutilio Cruz Escandon Cadenas,Mover a Chiapas
281,San Cristobal de las Casas,Mariano Alberto Diaz Ochoa,Chiapas,Rutilio Cruz Escandon Cadenas,Partido Verde Ecologista de México
282,San Fernando,Juan Antonio Castillejo Castellanos,Chiapas,Rutilio Cruz Escandon Cadenas,Partido Verde Ecologista de México
283,San Juan Cancuc,Manuel Aguilar Lopez,Chiapas,Rutilio Cruz Escandon Cadenas,Partido Revolucionario Institucional
284,San Lucas,Noe Alejandro Suarez,Chiapas,Rutilio Cruz Escandon Cadenas,Partido Verde Ecologista de México
285,Simojovel,Gilberto Martinez Andrade,Chiapas,Rutilio Cruz Escandon Cadenas,Partido Verde Ecologista de México
286,Sitala,Abelardo Perez Nuñez,Chiapas,Rutilio Cruz Escandon Cadenas,Movimiento Regeneración Nacional
287,Socoltenango,Juan Carlos Morales Hernandez,Chiapas,Rutilio Cruz Escandon Cadenas,Partido del Trabajo
288,Solosuchiapa,Fernando Aparicio Trejo,Chiapas,Rutilio Cruz Escandon Cadenas,Chiapas Unido
289,Soyalo,Fredy Espinoza Hernandez,Chiapas,Rutilio Cruz Escandon Cadenas,Partido Revolucionario Institucional
290,Suchiapa,Alexis Nucamendi Gomez,Chiapas,Rutilio Cruz Escandon Cadenas,Chiapas Unido
291,Suchiate,Sonia EloIna Hernandez Aguilar,Chiapas,Rutilio Cruz Escandon Cadenas,Movimiento Regeneración Nacional
292,Sunuapa,Edic Francisco Castellano Rueda,Chiapas,Rutilio Cruz Escandon Cadenas,Partido Encuentro Solidario
293,Tapachula,Rosa Irene Urbina Castañeda,Chiapas,Rutilio Cruz Escandon Cadenas,Movimiento Regeneración Nacional
294,Tapalapa,Hipolita Urquin Garcia,Chiapas,Rutilio Cruz Escandon Cadenas,Partido de la Revolución Democrática
295,Tapilula,Rosemberg Diaz Sanchez,Chiapas,Rutilio Cruz Escandon Cadenas,Partido Revolucionario Institucional
296,Tecpatan,Jorge Guzman Lopez,Chiapas,Rutilio Cruz Escandon Cadenas,Partido Revolucionario Institucional
297,Tenejapa,Alonso Jimenez Guzman,Chiapas,Rutilio Cruz Escandon Cadenas,Mover a Chiapas
298,Teopisca,Ruben de Jesus Valdez Diaz,Chiapas,Rutilio Cruz Escandon Cadenas,Partido Verde Ecologista de México
299,Tila,Limber Gregorio Gutierrez Gomez,Chiapas,Rutilio Cruz Escandon Cadenas,Partido Verde Ecologista de México
300,Tonala,Natividad de los Santos Miranda,Chiapas,Rutilio Cruz Escandon Cadenas,Movimiento Regeneración Nacional
301,Totolapa,Eulalia Lopez Guitierrez,Chiapas,Rutilio Cruz Escandon Cadenas,Partido de la Revolución Democrática
302,La Trinitaria,Ervin Leonel Perez Alfaro,Chiapas,Rutilio Cruz Escandon Cadenas,Movimiento Regeneración Nacional
303,Tumbala,Heidy Mayra Vazquez Arcos,Chiapas,Rutilio Cruz Escandon Cadenas,Partido Verde Ecologista de México
304,Tuxtla Chico,Julio Enrique Gamboa Altuzar,Chiapas,Rutilio Cruz Escandon Cadenas,Partido Revolucionario Institucional
305,Tuxtla Gutierrez,Carlos Orsoe Morales Vazquez,Chiapas,Rutilio Cruz Escandon Cadenas,Movimiento Regeneración Nacional
306,Tuzantan,Bany Oved Guzman Ramos,Chiapas,Rutilio Cruz Escandon Cadenas,Partido del Trabajo
307,Tzimol,Jose Joel Altuzar Jimenez,Chiapas,Rutilio Cruz Escandon Cadenas,Partido Verde Ecologista de México
308,Union Juarez,Isaias Verdugo Roblero,Chiapas,Rutilio Cruz Escandon Cadenas,Movimiento Regeneración Nacional
309,Villa Comaltitlan,Manuel de Jesus Cruz Coutiño,Chiapas,Rutilio Cruz Escandon Cadenas,Partido Verde Ecologista de México
310,Villa Corzo,Robertony Orozco Aguilar,Chiapas,Rutilio Cruz Escandon Cadenas,Partido Verde Ecologista de México
311,Villaflores,Mariano Guadalupe Rosales Zuart,Chiapas,Rutilio Cruz Escandon Cadenas,Partido Verde Ecologista de México
312,Yajalon,Juan Manuel Utrilla Constantino,Chiapas,Rutilio Cruz Escandon Cadenas,Partido Verde Ecologista de México
313,Zinacantan,Mariano Francisco Sanchez Hernandez,Chiapas,Rutilio Cruz Escandon Cadenas,Partido Revolucionario Institucional
314,Aldama,Angelina Diaz Mendez ,Chiapas,Rutilio Cruz Escandon Cadenas,Partido Verde Ecologista de México
315,Benemerito de las Americas,Isaias Tomas Soriano Ramos,Chiapas,Rutilio Cruz Escandon Cadenas,Partido del Trabajo
316,Maravilla Tenejapa,Zoel Lopez Gutierrez,Chiapas,Rutilio Cruz Escandon Cadenas,Chiapas Unido
317,Marques de Comillas,Manuel Justo Gomez Beltran,Chiapas,Rutilio Cruz Escandon Cadenas,Partido del Trabajo
318,Montecristo de Guerrero,Consuelo Yolanda Alvarado Gordillo,Chiapas,Rutilio Cruz Escandon Cadenas,Movimiento Regeneración Nacional
319,San Andres Duraznal,Clemente Gomez Gomez,Chiapas,Rutilio Cruz Escandon Cadenas,Mover a Chiapas
320,Santiago el Pinar,Rosa Diaz Mendez,Chiapas,Rutilio Cruz Escandon Cadenas,Partido Verde Ecologista de México
321,Mezcalapa,Jose Tilo Alcudia Hernandez,Chiapas,Rutilio Cruz Escandon Cadenas,Redes Sociales Progresistas
322,Capitan Luis A. Vidal,Monica Sofia Cordova Roblero,Chiapas,Rutilio Cruz Escandon Cadenas,Movimiento Regeneración Nacional
323,Rincon Chamula San Pedro,Pedro Bautista Aguilar,Chiapas,Rutilio Cruz Escandon Cadenas,Chiapas Unido
324,Ahumada,Fabian Fourzan Trujillo,Chihuahua,Maria Eugenia Campos Galvan,Partido Verde Ecologista de México
325,Aldama,Miguel Rubio Castillo,Chihuahua,Maria Eugenia Campos Galvan,Movimiento Regeneración Nacional
326,Allende,Jesus Horacio Soto Armendariz,Chihuahua,Maria Eugenia Campos Galvan,Partido Revolucionario Institucional
327,Aquiles Serdan,Teresa Erives Baca,Chihuahua,Maria Eugenia Campos Galvan,Partido Revolucionario Institucional
328,Ascension,Ivonne de la Hoya Venzor,Chihuahua,Maria Eugenia Campos Galvan,Partido de la Revolución Democrática
329,Bachiniva,Viviana Altamirano Cardenas,Chihuahua,Maria Eugenia Campos Galvan,Partido Acción Nacional
330,Balleza,Jesus Augusto Medina Aguirre,Chihuahua,Maria Eugenia Campos Galvan,Partido Revolucionario Institucional
331,Batopilas,Eduardo Aaron Ruelas Fernandez,Chihuahua,Maria Eugenia Campos Galvan,Partido Revolucionario Institucional
332,Bocoyna,Macario Baldivar Hermosillo Pompa,Chihuahua,Maria Eugenia Campos Galvan,Partido Acción Nacional
333,Buenaventura,Rogelio Pacheco Flores,Chihuahua,Maria Eugenia Campos Galvan,Partido Revolucionario Institucional
334,Camargo,Jorge Alejandro Aldana Aguilar,Chihuahua,Maria Eugenia Campos Galvan,Partido Acción Nacional
335,Carichi,Ivan Alejandro Gutierrez Villarreal,Chihuahua,Maria Eugenia Campos Galvan,Partido Revolucionario Institucional
336,Casas Grandes,Roberto Lucero Galaz,Chihuahua,Maria Eugenia Campos Galvan,Partido Revolucionario Institucional
337,Coronado,Leo Lopez Muñoz,Chihuahua,Maria Eugenia Campos Galvan,Partido Acción Nacional
338,Coyame del Sotol,Ilse Gissel Torres Coronado,Chihuahua,Maria Eugenia Campos Galvan,Partido Revolucionario Institucional
339,La Cruz,Sergio Luis Olvera Gallegos,Chihuahua,Maria Eugenia Campos Galvan,Movimiento Ciudadano
340,Cuauhtemoc,Elias Humberto Perez Mendoza,Chihuahua,Maria Eugenia Campos Galvan,Partido Acción Nacional
341,Cusihuiriachi,Cayetano Ordoñez Rodriguez,Chihuahua,Maria Eugenia Campos Galvan,Partido Acción Nacional
342,Chihuahua,Marco Bonilla Mendoza,Chihuahua,Maria Eugenia Campos Galvan,Partido Acción Nacional
343,Chinipas,Salome Ramos Salmon,Chihuahua,Maria Eugenia Campos Galvan,Partido Revolucionario Institucional
344,Delicias,Jesus Valenciano Garcia,Chihuahua,Maria Eugenia Campos Galvan,Partido Acción Nacional
345,Dr. Belisario Dominguez,Javier Rodriguez Jurado,Chihuahua,Maria Eugenia Campos Galvan,Movimiento Ciudadano
346,Galeana,Ammon Dayer Lebaron Tracy,Chihuahua,Maria Eugenia Campos Galvan,Partido Acción Nacional
347,Santa Isabel,Fernando Jacquez,Chihuahua,Maria Eugenia Campos Galvan,Partido Revolucionario Institucional
348,Gomez Farias,Maria de los Angeles Moreno Rascon,Chihuahua,Maria Eugenia Campos Galvan,Partido Revolucionario Institucional
349,Gran Morelos,Gilberto Gutierrez Montes,Chihuahua,Maria Eugenia Campos Galvan,Partido Verde Ecologista de México
350,Guachochi,Jose Miguel Yañez Ronquillo,Chihuahua,Maria Eugenia Campos Galvan,Partido Revolucionario Institucional
351,Guadalupe,Fausto Gonzalez Perez,Chihuahua,Maria Eugenia Campos Galvan,Partido Verde Ecologista de México
352,Guadalupe y Calvo,Julio Cesar Chavez Ponce,Chihuahua,Maria Eugenia Campos Galvan,Partido Revolucionario Institucional
353,̣Guazapares,Joel Guillermo Bustillos Ramirez,Chihuahua,Maria Eugenia Campos Galvan,Partido Acción Nacional
354,Guerrero,Carlos Comaduran Amaya,Chihuahua,Maria Eugenia Campos Galvan,Movimiento Regeneración Nacional
355,Hidalgo del Parral,Cesar Alberto Peña Valles,Chihuahua,Maria Eugenia Campos Galvan,Movimiento Ciudadano
356,Huejotitan,Flora Ruiz Corral,Chihuahua,Maria Eugenia Campos Galvan,Partido Revolucionario Institucional
357,Ignacio Zaragoza,Lauro Orozco Gomez,Chihuahua,Maria Eugenia Campos Galvan,Movimiento Ciudadano
358,Janos,Joel Loya Marquez,Chihuahua,Maria Eugenia Campos Galvan,Partido Acción Nacional
359,Jimenez,Marcos Chavez Torres,Chihuahua,Maria Eugenia Campos Galvan,Movimiento Regeneración Nacional
360,Ciudad Juarez,Cruz Perez Cuellar,Chihuahua,Maria Eugenia Campos Galvan,Movimiento Regeneración Nacional
361,Julimes,Jose Moncayo Porras,Chihuahua,Maria Eugenia Campos Galvan,Partido Revolucionario Institucional
362,Lopez,Heberto Caballero Roman,Chihuahua,Maria Eugenia Campos Galvan,Movimiento Ciudadano
363,Madera,Marcelino Prieto Carreon,Chihuahua,Maria Eugenia Campos Galvan,Partido Acción Nacional
364,Maguarichi,Pedro Ignacio Quezada Enriquez,Chihuahua,Maria Eugenia Campos Galvan,Partido Revolucionario Institucional
365,Manuel Benavides,Fernando Garcia Villanueva,Chihuahua,Maria Eugenia Campos Galvan,Partido de la Revolución Democrática
366,Matachi,Lorena Vazquez Peñaloza,Chihuahua,Maria Eugenia Campos Galvan,Partido Revolucionario Institucional
367,Matamoros,Jesus Enrique Peña Vazquez,Chihuahua,Maria Eugenia Campos Galvan,Partido Acción Nacional
368,Meoqui,Miriam Soto Ornelas,Chihuahua,Maria Eugenia Campos Galvan,Partido Acción Nacional
369,Morelos,Jose de Loreto Javalera Bojorquez,Chihuahua,Maria Eugenia Campos Galvan,Movimiento Regeneración Nacional
370,Moris,Perla Gacela Lopez Perez,Chihuahua,Maria Eugenia Campos Galvan,Partido Revolucionario Institucional
371,Namiquipa,Oscar Barraza Robledo,Chihuahua,Maria Eugenia Campos Galvan,Partido Revolucionario Institucional
372,Nonoava,Arturo Salinas Villalobos,Chihuahua,Maria Eugenia Campos Galvan,Movimiento Regeneración Nacional
373,Nuevo Casas Grandes,Cynthia Marina Ceballos Delgado,Chihuahua,Maria Eugenia Campos Galvan,Movimiento Regeneración Nacional
374,Ocampo,Jose Luis Lozano Escandon,Chihuahua,Maria Eugenia Campos Galvan,Movimiento Regeneración Nacional
375,Ojinaga,Andres Ramos de Anda,Chihuahua,Maria Eugenia Campos Galvan,Partido Revolucionario Institucional
376,Praxedis G. Guerrero,Selestino Estrada Villanueva,Chihuahua,Maria Eugenia Campos Galvan,Movimiento Regeneración Nacional
377,Riva Palacio,Salvador Chacon Rivera,Chihuahua,Maria Eugenia Campos Galvan,Partido Acción Nacional
378,Rosales,Marcial Romualdo Marquez Gutierrez,Chihuahua,Maria Eugenia Campos Galvan,Partido Acción Nacional
379,Rosario,Aron Alfonso Saenz Eguade,Chihuahua,Maria Eugenia Campos Galvan,Partido Revolucionario Institucional
380,San Francisco de Borja,Vicente Anselmo Nevarez Villalba,Chihuahua,Maria Eugenia Campos Galvan,Partido Revolucionario Institucional
381,San Francisco de Conchos,Jaime Ramirez Carrasco,Chihuahua,Maria Eugenia Campos Galvan,Partido Revolucionario Institucional
382,San Francisco del Oro,Arturo Huerta Luevano,Chihuahua,Maria Eugenia Campos Galvan,Partido del Trabajo
383,Santa Barbara,Jose Antonio Bilbao Martinez,Chihuahua,Maria Eugenia Campos Galvan,Partido Revolucionario Institucional
384,Satevo,Norma Muñoz Anchondo,Chihuahua,Maria Eugenia Campos Galvan,Partido Acción Nacional
385,Saucillo,Manuela Aide Lopez de Anda,Chihuahua,Maria Eugenia Campos Galvan,Partido Acción Nacional
386,Temosachi,Ramon Humberto Varela Godina,Chihuahua,Maria Eugenia Campos Galvan,Partido de la Revolución Democrática
387,El Tule,Javier Rodriguez Chavez,Chihuahua,Maria Eugenia Campos Galvan,Partido Acción Nacional
388,Urique,Daniel Aaron Silva Figueroa,Chihuahua,Maria Eugenia Campos Galvan,Movimiento Ciudadano
389,Uruachi,Marcelo Rascon Felix,Chihuahua,Maria Eugenia Campos Galvan,Partido Revolucionario Institucional
390,Valle de Zaragoza,Misael Homero Marquez Morales,Chihuahua,Maria Eugenia Campos Galvan,Partido Revolucionario Institucional
391,Canatlan,Maria de los Angeles Rojas Rivera,Durango,Esteban Alejandro Villegas Villarreal,Partido Verde Ecologista de México
392,Canelas,Yazmin Arrieta Vizcarra,Durango,Esteban Alejandro Villegas Villarreal,Movimiento Regeneración Nacional
393,Coneto de Comonfort,Gerino Morales Arreola,Durango,Esteban Alejandro Villegas Villarreal,Partido de la Revolución Democrática
394,Cuencame,Norma Elizabeth Sotelo Ochoa,Durango,Esteban Alejandro Villegas Villarreal,Movimiento Regeneración Nacional
395,Durango,Jose Antonio Ochoa Rodriguez,Durango,Esteban Alejandro Villegas Villarreal,Partido Acción Nacional
396,General Simon Bolivar,Silvia Rangel Orona,Durango,Esteban Alejandro Villegas Villarreal,Partido Revolucionario Institucional
